word,score,softmax,sentiment
ค้า,0.8433,"[0.1542, 0.8433, 0.0025]",Neutral
ทัม,0.8751,"[0.1054, 0.8751, 0.0195]",Neutral
เข็น,0.9045,"[0.0737, 0.9045, 0.0217]",Neutral
ไข้,0.949,"[0.0322, 0.949, 0.0188]",Neutral
jomepro,0.9483,"[0.0424, 0.9483, 0.0093]",Neutral
flash,0.9383,"[0.0459, 0.9383, 0.0158]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
watch,0.9355,"[0.0504, 0.9355, 0.0141]",Neutral
ironic,0.918,"[0.0639, 0.918, 0.0181]",Neutral
white,0.9033,"[0.0789, 0.9033, 0.0178]",Neutral
freshans,0.9271,"[0.0585, 0.9271, 0.0144]",Neutral
month,0.9242,"[0.0597, 0.9242, 0.0162]",Neutral
supersonic,0.9479,"[0.038, 0.9479, 0.0141]",Neutral
smoother,0.9045,"[0.0656, 0.9045, 0.0298]",Neutral
air,0.9235,"[0.0643, 0.9235, 0.0121]",Neutral
mean,0.9229,"[0.0652, 0.9229, 0.0119]",Neutral
smoother,0.9045,"[0.0656, 0.9045, 0.0298]",Neutral
hail,0.8404,"[0.0747, 0.8404, 0.0849]",Neutral
invent,0.9363,"[0.0362, 0.9363, 0.0275]",Neutral
future,0.9325,"[0.0482, 0.9325, 0.0192]",Neutral
perfume,0.9247,"[0.051, 0.9247, 0.0243]",Neutral
effectively,0.9142,"[0.0652, 0.9142, 0.0206]",Neutral
protect,0.9417,"[0.0244, 0.9417, 0.0339]",Neutral
family,0.9476,"[0.0408, 0.9476, 0.0116]",Neutral
mosquito,0.9231,"[0.0536, 0.9231, 0.0233]",Neutral
bite,0.9431,"[0.0444, 0.9431, 0.0125]",Neutral
total,0.9464,"[0.0434, 0.9464, 0.0101]",Neutral
body,0.9259,"[0.0536, 0.9259, 0.0205]",Neutral
pit,0.8882,"[0.0907, 0.8882, 0.0211]",Neutral
freshness,0.8948,"[0.0865, 0.8948, 0.0188]",Neutral
chest,0.9028,"[0.0636, 0.9028, 0.0337]",Neutral
toe,0.957,"[0.0311, 0.957, 0.0119]",Neutral
logic,0.9507,"[0.0331, 0.9507, 0.0161]",Neutral
reflex,0.9385,"[0.0442, 0.9385, 0.0173]",Neutral
height,0.9356,"[0.0425, 0.9356, 0.0219]",Neutral
skin,0.9064,"[0.0658, 0.9064, 0.0278]",Neutral
seat,0.9351,"[0.048, 0.9351, 0.0169]",Neutral
ascend,0.9434,"[0.0334, 0.9434, 0.0233]",Neutral
ultimate,0.9508,"[0.0381, 0.9508, 0.0111]",Neutral
method,0.955,"[0.0309, 0.955, 0.0141]",Neutral
outset,0.9362,"[0.046, 0.9362, 0.0178]",Neutral
adopting,0.9373,"[0.0415, 0.9373, 0.0212]",Neutral
touch,0.8991,"[0.0834, 0.8991, 0.0176]",Neutral
flextail,0.9197,"[0.0537, 0.9197, 0.0265]",Neutral
mosquito,0.9231,"[0.0536, 0.9231, 0.0233]",Neutral
repelled,0.9327,"[0.035, 0.9327, 0.0323]",Neutral
repel,0.9453,"[0.0338, 0.9453, 0.0209]",Neutral
thick,0.8792,"[0.0853, 0.8792, 0.0354]",Neutral
foam,0.8791,"[0.1015, 0.8791, 0.0195]",Neutral
truck,0.9004,"[0.0584, 0.9004, 0.0412]",Neutral
power,0.938,"[0.047, 0.938, 0.015]",Neutral
high,0.9203,"[0.0555, 0.9203, 0.0241]",Neutral
energy,0.926,"[0.0517, 0.926, 0.0223]",Neutral
device,0.9507,"[0.0314, 0.9507, 0.0179]",Neutral
sunjoe,0.911,"[0.07, 0.911, 0.0191]",Neutral
stand,0.9323,"[0.052, 0.9323, 0.0157]",Neutral
lie,0.9196,"[0.0642, 0.9196, 0.0162]",Neutral
delivery,0.9421,"[0.0363, 0.9421, 0.0216]",Neutral
time,0.9035,"[0.076, 0.9035, 0.0205]",Neutral
bet,0.9298,"[0.0511, 0.9298, 0.0191]",Neutral
bonus,0.9609,"[0.0277, 0.9609, 0.0114]",Neutral
avec,0.9561,"[0.0312, 0.9561, 0.0127]",Neutral
order,0.9573,"[0.0299, 0.9573, 0.0128]",Neutral
every,0.9154,"[0.0644, 0.9154, 0.0202]",Neutral
instant,0.9329,"[0.0464, 0.9329, 0.0207]",Neutral
delivery,0.9421,"[0.0363, 0.9421, 0.0216]",Neutral
box,0.9334,"[0.0537, 0.9334, 0.0129]",Neutral
gamepass,0.9312,"[0.0466, 0.9312, 0.0222]",Neutral
gold,0.9492,"[0.0382, 0.9492, 0.0125]",Neutral
month,0.9242,"[0.0597, 0.9242, 0.0162]",Neutral
ultimate,0.9508,"[0.0381, 0.9508, 0.0111]",Neutral
existing,0.952,"[0.0325, 0.952, 0.0156]",Neutral
user,0.9566,"[0.0256, 0.9566, 0.0178]",Neutral
unto,0.8643,"[0.1139, 0.8643, 0.0217]",Neutral
partner,0.9402,"[0.0432, 0.9402, 0.0166]",Neutral
dinner,0.7731,"[0.2048, 0.7731, 0.0222]",Neutral
ice,0.8858,"[0.0948, 0.8858, 0.0194]",Neutral
เลือก,0.8387,"[0.148, 0.8387, 0.0133]",Neutral
หลากหลาย,0.7985,"[0.1832, 0.7985, 0.0183]",Neutral
ลาย,0.9429,"[0.0512, 0.9429, 0.0058]",Neutral
คาแรกเตอร์,0.9563,"[0.0305, 0.9563, 0.0132]",Neutral
รัก,0.5838,"[0.5838, 0.4015, 0.0147]",Positive
ลิมิเต็ด,0.9474,"[0.0486, 0.9474, 0.004]",Neutral
ไอเทม,0.9391,"[0.0542, 0.9391, 0.0068]",Neutral
ราคา,0.9304,"[0.0644, 0.9304, 0.0052]",Neutral
พิเศษ,0.9395,"[0.0569, 0.9395, 0.0036]",Neutral
rock,0.8958,"[0.0839, 0.8958, 0.0203]",Neutral
bodvslam,0.921,"[0.0594, 0.921, 0.0195]",Neutral
biceps,0.9235,"[0.062, 0.9235, 0.0145]",Neutral
ร็อค,0.8909,"[0.0878, 0.8909, 0.0213]",Neutral
เต็ม,0.8929,"[0.0647, 0.8929, 0.0424]",Neutral
slip,0.9276,"[0.0557, 0.9276, 0.0167]",Neutral
โอน,0.8768,"[0.1148, 0.8768, 0.0084]",Neutral
เงิน,0.926,"[0.0487, 0.926, 0.0253]",Neutral
ลาย,0.9429,"[0.0512, 0.9429, 0.0058]",Neutral
พิเศษ,0.9395,"[0.0569, 0.9395, 0.0036]",Neutral
บัตร,0.9643,"[0.0311, 0.9643, 0.0046]",Neutral
สวย,0.6948,"[0.6948, 0.2489, 0.0563]",Positive
มุม,0.8713,"[0.1127, 0.8713, 0.016]",Neutral
องค์กร,0.9743,"[0.0169, 0.9743, 0.0088]",Neutral
รู้เรื่อง,0.8529,"[0.1251, 0.8529, 0.022]",Neutral
march,0.9237,"[0.0645, 0.9237, 0.0118]",Neutral
เตรียมตัว,0.7287,"[0.2554, 0.7287, 0.0158]",Neutral
รั้งท้าย,0.8525,"[0.1008, 0.8525, 0.0466]",Neutral
ขบวน,0.9489,"[0.0445, 0.9489, 0.0066]",Neutral
fartech,0.9369,"[0.0507, 0.9369, 0.0125]",Neutral
บัตร,0.9643,"[0.0311, 0.9643, 0.0046]",Neutral
เดบิต,0.9541,"[0.028, 0.9541, 0.0179]",Neutral
ออลล์,0.9299,"[0.0609, 0.9299, 0.0092]",Neutral
ฟรี,0.8311,"[0.153, 0.8311, 0.0159]",Neutral
ดิสนีย์,0.944,"[0.0456, 0.944, 0.0104]",Neutral
สวน,0.9199,"[0.072, 0.9199, 0.0081]",Neutral
ไมชาย์จ,0.9417,"[0.051, 0.9417, 0.0073]",Neutral
สมัคร,0.8958,"[0.097, 0.8958, 0.0072]",Neutral
ส่วนลด,0.9245,"[0.063, 0.9245, 0.0125]",Neutral
best,0.7419,"[0.232, 0.7419, 0.0261]",Neutral
data,0.9451,"[0.036, 0.9451, 0.0189]",Neutral
tool,0.9194,"[0.065, 0.9194, 0.0156]",Neutral
dato,0.8353,"[0.1382, 0.8353, 0.0265]",Neutral
management,0.9605,"[0.0244, 0.9605, 0.0151]",Neutral
data,0.9451,"[0.036, 0.9451, 0.0189]",Neutral
analysis,0.9481,"[0.0245, 0.9481, 0.0274]",Neutral
คอร์ส,0.9572,"[0.0387, 0.9572, 0.004]",Neutral
data,0.9451,"[0.036, 0.9451, 0.0189]",Neutral
analysis,0.9481,"[0.0245, 0.9481, 0.0274]",Neutral
tool,0.9194,"[0.065, 0.9194, 0.0156]",Neutral
เรียน,0.9614,"[0.0306, 0.9614, 0.008]",Neutral
ทักษะ,0.8994,"[0.0744, 0.8994, 0.0262]",Neutral
ราคา,0.9304,"[0.0644, 0.9304, 0.0052]",Neutral
พิเศษ,0.9395,"[0.0569, 0.9395, 0.0036]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
remote,0.9102,"[0.0461, 0.9102, 0.0437]",Neutral
schedule,0.9225,"[0.0377, 0.9225, 0.0398]",Neutral
choose,0.9393,"[0.0436, 0.9393, 0.0171]",Neutral
สดี,0.6834,"[0.3047, 0.6834, 0.0119]",Neutral
เตรียม,0.8187,"[0.166, 0.8187, 0.0153]",Neutral
เอฟ,0.9284,"[0.0665, 0.9284, 0.0052]",Neutral
โค้ด,0.9621,"[0.0344, 0.9621, 0.0035]",Neutral
ผ่อน,0.9487,"[0.0418, 0.9487, 0.0094]",Neutral
sac,0.9606,"[0.03, 0.9606, 0.0094]",Neutral
เจาะลึก,0.9581,"[0.0347, 0.9581, 0.0072]",Neutral
เทรนด์,0.9268,"[0.0517, 0.9268, 0.0215]",Neutral
trial,0.9465,"[0.0395, 0.9465, 0.014]",Neutral
พลาด,0.6457,"[0.0635, 0.6457, 0.2908]",Neutral
ลงทะเบียน,0.9255,"[0.0691, 0.9255, 0.0054]",Neutral
innate,0.9303,"[0.0387, 0.9303, 0.031]",Neutral
trial,0.9465,"[0.0395, 0.9465, 0.014]",Neutral
build,0.9466,"[0.0415, 0.9466, 0.0119]",Neutral
teach,0.8916,"[0.0887, 0.8916, 0.0197]",Neutral
driven,0.9283,"[0.0539, 0.9283, 0.0177]",Neutral
business,0.9571,"[0.028, 0.9571, 0.015]",Neutral
aisalllane,0.9479,"[0.0423, 0.9479, 0.0098]",Neutral
sustaining,0.9384,"[0.0343, 0.9384, 0.0274]",Neutral
innovat,0.9142,"[0.0334, 0.9142, 0.0524]",Neutral
พลาด,0.6457,"[0.0635, 0.6457, 0.2908]",Neutral
อีกที,0.9239,"[0.063, 0.9239, 0.0131]",Neutral
ปีหน้า,0.8326,"[0.1509, 0.8326, 0.0165]",Neutral
คอร์ส,0.9572,"[0.0387, 0.9572, 0.004]",Neutral
javascript,0.956,"[0.0206, 0.956, 0.0234]",Neutral
react,0.9474,"[0.0411, 0.9474, 0.0115]",Neutral
flutter,0.9124,"[0.0542, 0.9124, 0.0335]",Neutral
going,0.8023,"[0.1722, 0.8023, 0.0255]",Neutral
levers,0.8963,"[0.0781, 0.8963, 0.0256]",Neutral
เอพาะ,0.8515,"[0.1166, 0.8515, 0.0319]",Neutral
ร้าน,0.8072,"[0.182, 0.8072, 0.0109]",Neutral
levi,0.9281,"[0.0612, 0.9281, 0.0108]",Neutral
เปีด,0.8638,"[0.123, 0.8638, 0.0132]",Neutral
รับสมัคร,0.9063,"[0.0802, 0.9063, 0.0135]",Neutral
รอบ,0.9501,"[0.0417, 0.9501, 0.0082]",Neutral
เรียน,0.9614,"[0.0306, 0.9614, 0.008]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
วิชา,0.9573,"[0.0342, 0.9573, 0.0085]",Neutral
มหาลัย,0.9682,"[0.0191, 0.9682, 0.0127]",Neutral
สอน,0.9426,"[0.037, 0.9426, 0.0204]",Neutral
apt,0.9517,"[0.0371, 0.9517, 0.0112]",Neutral
system,0.9409,"[0.0446, 0.9409, 0.0146]",Neutral
design,0.9178,"[0.0607, 0.9178, 0.0215]",Neutral
clean,0.9064,"[0.0691, 0.9064, 0.0246]",Neutral
code,0.9576,"[0.0351, 0.9576, 0.0073]",Neutral
roadway,0.932,"[0.0554, 0.932, 0.0126]",Neutral
เริม,0.8806,"[0.0739, 0.8806, 0.0455]",Neutral
ต้น,0.9517,"[0.0452, 0.9517, 0.003]",Neutral
data,0.9451,"[0.036, 0.9451, 0.0189]",Neutral
analyst,0.9581,"[0.0253, 0.9581, 0.0166]",Neutral
เข้าใจง่าย,0.5186,"[0.4458, 0.5186, 0.0357]",Neutral
visionary,0.9335,"[0.0508, 0.9335, 0.0157]",Neutral
product,0.9513,"[0.0339, 0.9513, 0.0147]",Neutral
launch,0.8614,"[0.1156, 0.8614, 0.023]",Neutral
ลงทะเบียน,0.9255,"[0.0691, 0.9255, 0.0054]",Neutral
งาน,0.9414,"[0.0417, 0.9414, 0.0169]",Neutral
ฟรี,0.8311,"[0.153, 0.8311, 0.0159]",Neutral
คอร์ส,0.9572,"[0.0387, 0.9572, 0.004]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
เซอร์,0.9088,"[0.0763, 0.9088, 0.015]",Neutral
สอน,0.9426,"[0.037, 0.9426, 0.0204]",Neutral
expel,0.9399,"[0.0406, 0.9399, 0.0195]",Neutral
patron,0.8973,"[0.0845, 0.8973, 0.0182]",Neutral
inter,0.9394,"[0.0433, 0.9394, 0.0174]",Neutral
compete,0.943,"[0.0362, 0.943, 0.0208]",Neutral
cash,0.9452,"[0.0359, 0.9452, 0.0189]",Neutral
prize,0.9334,"[0.0482, 0.9334, 0.0184]",Neutral
statistics,0.9516,"[0.0277, 0.9516, 0.0207]",Neutral
data,0.9451,"[0.036, 0.9451, 0.0189]",Neutral
science,0.958,"[0.0297, 0.958, 0.0123]",Neutral
เมือ,0.9188,"[0.07, 0.9188, 0.0112]",Neutral
งาน,0.9414,"[0.0417, 0.9414, 0.0169]",Neutral
หล่น,0.8352,"[0.0513, 0.8352, 0.1134]",Neutral
ทับ,0.9191,"[0.0662, 0.9191, 0.0146]",Neutral
เก้าอี้,0.9557,"[0.0381, 0.9557, 0.0061]",Neutral
ซัพพอร์ต,0.8587,"[0.1248, 0.8587, 0.0165]",Neutral
สรีระ,0.938,"[0.037, 0.938, 0.025]",Neutral
think,0.8918,"[0.0848, 0.8918, 0.0234]",Neutral
one,0.9393,"[0.045, 0.9393, 0.0157]",Neutral
way,0.919,"[0.0639, 0.919, 0.0172]",Neutral
know,0.9067,"[0.0604, 0.9067, 0.0329]",Neutral
master,0.9441,"[0.044, 0.9441, 0.012]",Neutral
degree,0.939,"[0.039, 0.939, 0.022]",Neutral
พี่,0.9039,"[0.0862, 0.9039, 0.0099]",Neutral
ขวัญ,0.9068,"[0.0888, 0.9068, 0.0044]",Neutral
เที่ยว,0.7482,"[0.2405, 0.7482, 0.0114]",Neutral
เกาะ,0.8967,"[0.0893, 0.8967, 0.0139]",Neutral
ล้าน,0.9238,"[0.0552, 0.9238, 0.0209]",Neutral
คืน,0.8862,"[0.0489, 0.8862, 0.0648]",Neutral
cut,0.907,"[0.0667, 0.907, 0.0262]",Neutral
คณะ,0.9685,"[0.0253, 0.9685, 0.0062]",Neutral
สกิ,0.8673,"[0.1164, 0.8673, 0.0164]",Neutral
ประยุกต์,0.9451,"[0.0448, 0.9451, 0.0102]",Neutral
มัค,0.8869,"[0.1084, 0.8869, 0.0047]",Neutral
นักศึกษา,0.9749,"[0.0145, 0.9749, 0.0106]",Neutral
ระดับ,0.8891,"[0.0907, 0.8891, 0.0202]",Neutral
ปริญญาโท,0.9709,"[0.0221, 0.9709, 0.0071]",Neutral
พิเศษ,0.9395,"[0.0569, 0.9395, 0.0036]",Neutral
ประ,0.9189,"[0.0764, 0.9189, 0.0048]",Neutral
การศึกษา,0.9605,"[0.0214, 0.9605, 0.0182]",Neutral
ชิง,0.8008,"[0.1852, 0.8008, 0.014]",Neutral
บัตร,0.9643,"[0.0311, 0.9643, 0.0046]",Neutral
คอนเสิร์ต,0.9595,"[0.032, 0.9595, 0.0085]",Neutral
วันนี,0.8573,"[0.1384, 0.8573, 0.0043]",Neutral
มีนาคม,0.9442,"[0.0478, 0.9442, 0.0079]",Neutral
รีบด่วน,0.7104,"[0.2753, 0.7104, 0.0142]",Neutral
web,0.9453,"[0.0329, 0.9453, 0.0218]",Neutral
costing,0.893,"[0.0816, 0.893, 0.0254]",Neutral
แฟลชเซล,0.9383,"[0.0553, 0.9383, 0.0064]",Neutral
มาก่อน,0.9281,"[0.0484, 0.9281, 0.0235]",Neutral
ได้ก่อน,0.8416,"[0.1436, 0.8416, 0.0148]",Neutral
pre,0.956,"[0.0348, 0.956, 0.0092]",Neutral
ติวเข้ม,0.9594,"[0.0255, 0.9594, 0.015]",Neutral
takeprofit,0.9282,"[0.0333, 0.9282, 0.0385]",Neutral
ได้แบบมือโปร,0.8928,"[0.077, 0.8928, 0.0302]",Neutral
blง,0.8373,"[0.1524, 0.8373, 0.0104]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
merry,0.7512,"[0.2288, 0.7512, 0.02]",Neutral
christmas,0.8877,"[0.0989, 0.8877, 0.0134]",Neutral
shop,0.9414,"[0.0477, 0.9414, 0.0109]",Neutral
คอร์สตัวตึงสาย,0.9142,"[0.0619, 0.9142, 0.024]",Neutral
dear,0.9166,"[0.0667, 0.9166, 0.0167]",Neutral
next,0.9427,"[0.0444, 0.9427, 0.013]",Neutral
รองูเทาแูตะ,0.9067,"[0.0732, 0.9067, 0.0201]",Neutral
พืนหยัก,0.7684,"[0.2091, 0.7684, 0.0225]",Neutral
big,0.9439,"[0.043, 0.9439, 0.0131]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
shoe,0.9298,"[0.0466, 0.9298, 0.0236]",Neutral
ราคา,0.9304,"[0.0644, 0.9304, 0.0052]",Neutral
ลดยกก๊วน,0.7896,"[0.1507, 0.7896, 0.0597]",Neutral
อร่อยยกแก๊งค์,0.968,"[0.968, 0.017, 0.015]",Positive
กับความเร็ว,0.7878,"[0.1519, 0.7878, 0.0602]",Neutral
แรงที่ชอบ,0.9193,"[0.9193, 0.0651, 0.0155]",Positive
perplexity,0.9634,"[0.0275, 0.9634, 0.0091]",Neutral
จำหน่าย,0.9723,"[0.0231, 0.9723, 0.0046]",Neutral
perplexity,0.9634,"[0.0275, 0.9634, 0.0091]",Neutral
trial,0.9465,"[0.0395, 0.9465, 0.014]",Neutral
ราคาถูก,0.7586,"[0.7586, 0.1047, 0.1367]",Positive
ต่อปี,0.934,"[0.0476, 0.934, 0.0184]",Neutral
ไม่ใช่การแซร์บัญชี,0.9402,"[0.0179, 0.9402, 0.0419]",Neutral
ใชอีเมลสวนตัว,0.9148,"[0.0502, 0.9148, 0.035]",Neutral
new,0.9169,"[0.0698, 0.9169, 0.0134]",Neutral
gen,0.9645,"[0.0278, 0.9645, 0.0077]",Neutral
ส่งฟรีลดกันให้จ่ำ,0.6108,"[0.3415, 0.6108, 0.0478]",Neutral
ดับร้อนด้วยแอร์ประหยังไฟเบอร์,0.6788,"[0.267, 0.6788, 0.0542]",Neutral
ผอน,0.8924,"[0.0919, 0.8924, 0.0157]",Neutral
acre,0.9446,"[0.044, 0.9446, 0.0114]",Neutral
เป็นเจ้าของก่อนไคร,0.9106,"[0.0796, 0.9106, 0.0098]",Neutral
ราคาฟรือฮเดอร์,0.8812,"[0.1121, 0.8812, 0.0067]",Neutral
ราคาปกติ,0.9078,"[0.0552, 0.9078, 0.037]",Neutral
โค็กลิตบอด,0.9631,"[0.0317, 0.9631, 0.0052]",Neutral
เพียงมา,0.9261,"[0.0684, 0.9261, 0.0055]",Neutral
ท่านขื้นไป,0.9495,"[0.0408, 0.9495, 0.0097]",Neutral
prebiotics,0.9681,"[0.0168, 0.9681, 0.0152]",Neutral
strain,0.9445,"[0.0329, 0.9445, 0.0226]",Neutral
zinc,0.9447,"[0.0469, 0.9447, 0.0084]",Neutral
vitamin,0.9474,"[0.0445, 0.9474, 0.0081]",Neutral
bank,0.95,"[0.0328, 0.95, 0.0172]",Neutral
แลกรับเครดิตเชินคืน,0.9036,"[0.0703, 0.9036, 0.026]",Neutral
สำหรับผู้เริ่มต้น,0.9563,"[0.0387, 0.9563, 0.005]",Neutral
มาก่อนได้ก่อน,0.7914,"[0.1822, 0.7914, 0.0264]",Neutral
จากัด,0.624,"[0.3589, 0.624, 0.0172]",Neutral
เริมเวลา,0.9173,"[0.0716, 0.9173, 0.011]",Neutral
soon,0.8032,"[0.1788, 0.8032, 0.0179]",Neutral
everpink,0.9038,"[0.0679, 0.9038, 0.0282]",Neutral
รับฟรี,0.813,"[0.1766, 0.813, 0.0104]",Neutral
kinsman,0.8816,"[0.0951, 0.8816, 0.0233]",Neutral
มูลคา,0.932,"[0.0602, 0.932, 0.0079]",Neutral
แลกรับเครดิตเินคืน,0.9063,"[0.0662, 0.9063, 0.0275]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
super,0.9429,"[0.0431, 0.9429, 0.0141]",Neutral
sale,0.9405,"[0.0425, 0.9405, 0.0171]",Neutral
ttkbootstrap,0.9476,"[0.0341, 0.9476, 0.0183]",Neutral
malbrook,0.8849,"[0.0901, 0.8849, 0.0251]",Neutral
pro,0.936,"[0.0534, 0.936, 0.0106]",Neutral
malbrook,0.8849,"[0.0901, 0.8849, 0.0251]",Neutral
max,0.9184,"[0.069, 0.9184, 0.0126]",Neutral
อบรม,0.9571,"[0.0322, 0.9571, 0.0107]",Neutral
coming,0.9043,"[0.0672, 0.9043, 0.0285]",Neutral
robotics,0.9636,"[0.0233, 0.9636, 0.0132]",Neutral
kill,0.9121,"[0.069, 0.9121, 0.0189]",Neutral
จัดอบรม,0.9726,"[0.0179, 0.9726, 0.0096]",Neutral
ถ่าน,0.9662,"[0.0246, 0.9662, 0.0092]",Neutral
coming,0.9043,"[0.0672, 0.9043, 0.0285]",Neutral
robotics,0.9636,"[0.0233, 0.9636, 0.0132]",Neutral
รับเครติตเขินคืน,0.7654,"[0.1951, 0.7654, 0.0394]",Neutral
tub,0.9313,"[0.0508, 0.9313, 0.018]",Neutral
keep,0.8776,"[0.0952, 0.8776, 0.0272]",Neutral
senior,0.9647,"[0.0233, 0.9647, 0.012]",Neutral
software,0.9212,"[0.037, 0.9212, 0.0418]",Neutral
engineer,0.9605,"[0.0209, 0.9605, 0.0186]",Neutral
exclusive,0.9077,"[0.0715, 0.9077, 0.0207]",Neutral
king,0.9135,"[0.0633, 0.9135, 0.0232]",Neutral
power,0.938,"[0.047, 0.938, 0.015]",Neutral
deal,0.934,"[0.0497, 0.934, 0.0163]",Neutral
malbrook,0.8849,"[0.0901, 0.8849, 0.0251]",Neutral
pro,0.936,"[0.0534, 0.936, 0.0106]",Neutral
max,0.9184,"[0.069, 0.9184, 0.0126]",Neutral
ลดเหลือ,0.8601,"[0.1294, 0.8601, 0.0105]",Neutral
บาท,0.9353,"[0.0502, 0.9353, 0.0145]",Neutral
sonya,0.9312,"[0.0573, 0.9312, 0.0114]",Neutral
store,0.9483,"[0.0352, 0.9483, 0.0165]",Neutral
ขีบไปวับ,0.7728,"[0.2038, 0.7728, 0.0234]",Neutral
use,0.942,"[0.0404, 0.942, 0.0176]",Neutral
catgut,0.8885,"[0.0731, 0.8885, 0.0384]",Neutral
work,0.8132,"[0.1629, 0.8132, 0.0239]",Neutral
data,0.9451,"[0.036, 0.9451, 0.0189]",Neutral
science,0.958,"[0.0297, 0.958, 0.0123]",Neutral
ชัวโมง,0.9038,"[0.0717, 0.9038, 0.0245]",Neutral
สมัครขับแกร็บเดื่อนนี้,0.8508,"[0.1343, 0.8508, 0.0148]",Neutral
รับโปรจัดหนักฟรี,0.8186,"[0.1694, 0.8186, 0.012]",Neutral
เด้ง,0.812,"[0.1701, 0.812, 0.0179]",Neutral
เด้งที่,0.8697,"[0.1195, 0.8697, 0.0109]",Neutral
เด้งที,0.7598,"[0.2193, 0.7598, 0.0209]",Neutral
ค่าสมัคร,0.9155,"[0.0488, 0.9155, 0.0357]",Neutral
like,0.9088,"[0.0804, 0.9088, 0.0108]",Neutral
จัดโปรแรง,0.7591,"[0.1842, 0.7591, 0.0567]",Neutral
world,0.9386,"[0.0441, 0.9386, 0.0173]",Neutral
first,0.9172,"[0.067, 0.9172, 0.0158]",Neutral
entrepreneurshlp,0.9502,"[0.0346, 0.9502, 0.0152]",Neutral
apply,0.931,"[0.0496, 0.931, 0.0195]",Neutral
started,0.9344,"[0.0461, 0.9344, 0.0195]",Neutral
essential,0.9479,"[0.0391, 0.9479, 0.013]",Neutral
cloud,0.9234,"[0.0584, 0.9234, 0.0182]",Neutral
native,0.959,"[0.0244, 0.959, 0.0166]",Neutral
azure,0.9182,"[0.0659, 0.9182, 0.016]",Neutral
container,0.9602,"[0.0223, 0.9602, 0.0175]",Neutral
apes,0.9451,"[0.0406, 0.9451, 0.0143]",Neutral
สูตรไหม่,0.9591,"[0.0352, 0.9591, 0.0058]",Neutral
กลิบ,0.8254,"[0.1461, 0.8254, 0.0285]",Neutral
วานิลลา,0.9023,"[0.0911, 0.9023, 0.0066]",Neutral
ละมุนเกินต้าน,0.7003,"[0.7003, 0.2671, 0.0326]",Positive
mavra,0.9193,"[0.0665, 0.9193, 0.0142]",Neutral
โปรโมขัน,0.9539,"[0.0409, 0.9539, 0.0052]",Neutral
meg,0.9341,"[0.0516, 0.9341, 0.0143]",Neutral
juice,0.8833,"[0.1029, 0.8833, 0.0138]",Neutral
grabfood,0.9139,"[0.0531, 0.9139, 0.033]",Neutral
qdบาท,0.9685,"[0.0241, 0.9685, 0.0074]",Neutral
เรียนชีววิทยา,0.9565,"[0.0321, 0.9565, 0.0114]",Neutral
เข้าใจเนื้อหา,0.8564,"[0.12, 0.8564, 0.0237]",Neutral
ในราคาประหยัด,0.5378,"[0.5378, 0.3221, 0.1401]",Positive
รับส่วนลดคอร์สเรียน,0.9136,"[0.0776, 0.9136, 0.0088]",Neutral
generative,0.9667,"[0.0196, 0.9667, 0.0137]",Neutral
trial,0.9465,"[0.0395, 0.9465, 0.014]",Neutral
prompt,0.9454,"[0.0346, 0.9454, 0.0201]",Neutral
engineering,0.961,"[0.0234, 0.961, 0.0157]",Neutral
idea,0.9443,"[0.036, 0.9443, 0.0197]",Neutral
lingo,0.8939,"[0.0883, 0.8939, 0.0178]",Neutral
กิจกรรมรวบสนุก,0.8788,"[0.8788, 0.1113, 0.0099]",Positive
ทายเลขท้ายสองตัว,0.9104,"[0.081, 0.9104, 0.0085]",Neutral
voucher,0.9176,"[0.0691, 0.9176, 0.0134]",Neutral
บูลค่า,0.8652,"[0.1313, 0.8652, 0.0034]",Neutral
side,0.9265,"[0.0522, 0.9265, 0.0212]",Neutral
ช่วยผู้ประสบภัย,0.8604,"[0.1062, 0.8604, 0.0334]",Neutral
ไทยพาณิชย์,0.9617,"[0.0297, 0.9617, 0.0086]",Neutral
black,0.9186,"[0.0543, 0.9186, 0.0271]",Neutral
swan,0.9063,"[0.0647, 0.9063, 0.0289]",Neutral
คืออะไร,0.9541,"[0.0255, 0.9541, 0.0204]",Neutral
black,0.9186,"[0.0543, 0.9186, 0.0271]",Neutral
still,0.8872,"[0.092, 0.8872, 0.0208]",Neutral
shut,0.9023,"[0.0592, 0.9023, 0.0385]",Neutral
ล่องเรือ,0.8756,"[0.1152, 0.8756, 0.0092]",Neutral
เจ้าพระยา,0.9275,"[0.0632, 0.9275, 0.0093]",Neutral
แจกฟรีโหลดด่วน,0.7793,"[0.2053, 0.7793, 0.0154]",Neutral
กดกันได้เลย,0.7859,"[0.2094, 0.7859, 0.0047]",Neutral
epic,0.8787,"[0.0598, 0.8787, 0.0614]",Neutral
